,label,A1BG,ABCC6P1,ACCSL,ACTL8,AFMID,AKR1C3,ALDH1A1,ALOX15,AMBN,ANKRD37,ANXA1,APOA1,APOA2,APOC3,APOE,ARGFX,ARL4D,AURKC,B2M,B3GNT2,BAG4,BAMBI,BCAR4,BCL2L10,BECN1P1,BIK,BMP15,BMP2,BMP6,BOD1,BTG4,BUB1,BUB1B,C11orf40,C1orf64,C3orf56,C6orf52,C8orf12,CA4,CALB2,CASC11,CASC5,CCDC147,CCDC27,CCNA1,CCNO,CCR7,CCR8,CD48,CDKN1A,CDKN1C,CDKN2AIP,CDR1,CFD,CGA,CGB,CGB5,CGB8,CHAC1,CHGA,CHMP4B,CIART,CLDN10,CLEC4E,CNNM2,COL4A1,COX4I2,CRABP1,CSAG1,CST1,CTGF,CTRB2,CTSE,CUL2,CXorf67,CYP19A1,CYP1A1,CYP1B1,CYP26A1,CYR61,DBR1,DCDC2,DDIT3,DDIT4,DEFB1,DEFB124,DEGS2,DERL3,DHRS3,DLEU7,DNAJB1,DNMT1,DPPA5,DPRX,DUXA,EBLN1,EID3,EIF4E1B,ELANE,ENG,EPN2-IT1,EPS8L1,ERVFRD-1,ETNPPL,EXOC3L2,FABP7,FAM13A,FAM151A,FAM162B,FAM19A4,FAM220A,FAM46C,FAM64A,FBP1,FBXO22-AS1,FBXO5,FBXW12,FGF14,FIGLA,FLJ20518.uid_5146,FNDC4,FOLR4,FOS,FOXD3-AS1,FOXR1,FRZB,FUT3,GABRR3,GADD45B,GAGE12J,GAGE2A.uid_12821,GAGE2B,GAST,GCM1,GCNT3,GDF15,GDF3,GDF9,GIP,GJA5,GNRH2,GPHA2,GPHB5,GPR143,GPX2,GSC,GTF2A1L,GUCA2A,GYPC,H19,H1FOO,HABP2,HAND1,HAS2,HBZ,HDC,HERC6,HHLA2,HIPK3,HIST1H1A,HIST1H2AA,HIST1H2AC,HIST1H2AH,HIST1H2AI,HIST1H2AL,HIST1H2AM,HIST1H2BB,HIST1H2BC,HIST1H2BD,HIST1H2BG,HIST1H2BH,HIST1H2BJ,HIST1H2BK,HIST1H3A,HIST1H3C,HIST1H3G,HIST1H3J,HIST1H4B,HIST1H4F,HIST1H4H,HIST2H2BE,HIST3H2A,HIST3H3,HNRNPCL1,HNRNPCL2,HOPX,HOXA7,HSD3B1,HSF2BP,HSPA1A,HSPA1B,HSPA1L,HSPA6,HSPB1,HSPB8,HYLS1,ID2,ID3,IER3,IFI16,IFI6,IFITM1,IFITM3,IGFBP3,IL17B,KCNK9,KHDC1,KHDC3L,KLF17,KLK11,KPNA7,KRT23,KRT7,LARP6,LBH,LEFTY1,LEFTY2,LEUTX,LGALS1,LGALS16,LGALS2,LGALS3,LGALS3BP,LINC00324,LINC00458,LINC00948,LINC01118,LOC100506790,LOC100507420.uid_10773,LOC100996324,LOC101927258,LOC101928559,LOC101928736,LOC101928769,LOC101929524,LOC256880,LOC283299,LOC649330,LRRTM4,LYPD2,MAD2L1BP,MAGEA12,MAGEA4,MAP3K7CL,MBD3L2,MBD3L3,MBD3L5,MEG3,MFSD2A,MIER1,MIR1248,MIR205HG,MIR27B,MIR30A,MIR3648,MIR3651,MIR367,MIR371A,MIR371B,MIR374B,MIR4427,MIR4472-2,MIR5087,MIR614,MIR6516,MIR663A,MIR6775,MIR6777,MIR7703,MIR8079,MIRLET7I,MIXL1,MLF1,MLN,MMP2,MPC1L,MRGPRX1,MROH1,MSH5.uid_7872,MSRA,MT1B,MT1E,MT1F,MT1G,MT1H,MT1HL1,MT1X,MT2A,MTRNR2L1,MUC15,MYL4,NANOGNB,NEFM,NLRP11,NLRP13,NLRP4,NLRP5,NLRP9,NMU,NODAL,NOVA1,NPM2,NPPB,NRGN,NSG1,NUPR1,OLFML3,OOEP,OOSP2,OTX2,OXT,P2RX5,PABPN1L,PADI6,PAGE4,PAGE5,PARL,PATL2,PCP4L1,PDCD4,PDE8B,PDGFRA,PDLIM2,PDPN,PGC,PGF,PIM2,PITX2,PLAU,PLEK2,PMAIP1,PPAP2C,PPIAP30,PPP1R14A,PRAMEF1,PRAMEF11,PRAMEF12,PRAMEF2,PRAMEF4,PRAMEF6.uid_854,PRPH,PRR15,PRR9,PRSS3,PSORS1C2,PTTG1,PTTG2,PTTG3P,PYCARD,RARRES2,RBP7,REC114,RFPL1,RFPL2,RFPL4A,RFPL4AL1,RFPL4B,RGS13,RGS2,RHEBL1,RHOXF1,RIIAD1,RMRP,RNASE1,RNASEK.uid_21279,RND1,RNF11,RNF122,RNF168,RNU11,RNU12,RNU4ATAC,RNVU1-19.uid_1705,RNVU1-8,RPL10L,RPPH1,RPS7P5,RSPO3,RSRP1,S100P,SAA1,SAT1,SCARNA2,SCARNA22,SCARNA5,SDC1,SELM,SERPINB9,SERPINF1,SERPINH1,SERTAD1,SERTAD3,SIAH1,SLC16A6,SLC34A2,SLC3A1,SLC40A1,SLC6A5,SLC6A8,SLC7A6OS,SMPDL3B,SNAPC2,SNAR-D,SNAR-F,SNAR-G1,SNAR-H,SNAR-I,SNORA12,SNORA23,SNORA2B,SNORA44,SNORA46,SNORA48,SNORA51,SNORA74B,SNORA80E,SNORD114-13,SNORD114-3,SNORD124,SNORD35A,SNORD43,SNORD46,SNORD50A,SNORD83A,SOX15,SOX17,SPATA25,SPDYC,SPINK7,SPP1,SQRDL,SSTR5-AS1,STMN2,SVOPL,TAAR5,TCL1A,TCL1B,TDGF1,TDH,TEX19,TEX37,TFF1,TKTL1,TLE6,TMEM160,TNNI3,TOPORS,TPRX1,TPRXL,TREM1,TRH,TRIM77,TUBA3E,TUBA4A,TUBA4B,TUBB8,TUBBP5,UBXN11,UCHL1,UNC13C,USP2,UTF1,VENTX,VGLL1,VMO1,VTRNA1-1,VTRNA1-3,WDR47,WEE2,WFDC2,XAGE3,YPEL5,ZAR1L,ZC2HC1B,ZFR2,ZIM3,ZMAT5,ZNF280A,ZNF280B,ZNF302,ZNF394,ZNF597,ZNF679,ZNF735P,ZP1,ZP2,ZP3,ZP4,ZSCAN4,ZSCAN5B
E3.45.3381,3,732,754,169,1825,341,0,0,79,0,172,0,0,203,0,0,2382,6087,517,30,6302,2471,142,510,33,3649,6237,1416,0,20,89,0,707,36,309,0,68,672,0,0,0,99,334,104,41,3113,31,0,36,0,21,0,1548,69,86,0,0,0,0,70,0,2,15,0,0,338,0,76,0,195,0,0,88,0,4851,283,0,50,0,0,0,3072,127,810,0,0,0,92,562,0,102,12377,7749,8399,495,10621,26,74,114,0,24,329,633,0,0,26,0,171,2053,1,49,0,501,24,0,0,3114,301,129,108,1,0,105,205,81,5875,0,37,34,641,9,4,0,0,0,92,0,0,12686,584,0,0,14,0,124,0,49,0,0,0,0,654,186,0,0,0,258,150,134,7173,289,0,271,65,0,17,411,0,262,63,31,368,45,197,203,49,330,0,6,0,156,617,0,0,410,2476,0,6,0,130,11,35,0,0,581,0,922,136,0,873,0,0,0,0,119,246,98,2954,1191,7731,846,1968,0,0,0,243,0,0,2596,939,0,0,0,0,340,16,96,19,1227,0,397,56,105,344,72,30,147,111,55,589,0,3017,359,805,213,687,1134,223,0,3498,132,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1556,0,0,0,0,963,0,15,0,3,0,10,0,0,97,6,7556,0,44,1461,617,1154,647,1649,189,497,0,0,14,2,0,0,97,0,0,2000,1100,726,223,17,1146,425,17,0,2025,106,1170,0,162,61,31,185,0,37,12,0,0,210,1059,208,248,0,402,904,3616,629,1466,277,144,21,0,8,0,16422,308,2328,1,353,46,20,124,1970,334,220,269,0,550,302,0,37,67,0,0,33,1414,416,5743,0,15,0,0,0,321,60,0,0,3910,0,4,0,0,46,52,0,607,0,860,0,2508,4349,2409,591,18227,148,0,21,63,745,0,1169,0,0,0,0,0,13,14,15,0,0,73,92,0,40,0,0,0,12,2,6,9,0,4235,0,0,1,127,0,146,182,0,55,9,1659,57,0,0,0,511,0,195,615,117,363,3692,7577,357,0,0,86,296,34,117,410,141,349,146,246,222,0,0,0,136,0,0,5447,2101,0,21,9782,49,79,0,3156,642,3852,2487,16,2445,687,2305,1322,228,1424,1117,993,11123,2011
E3.48.3402,3,70,439,43,1369,192,13,0,17,0,21,0,0,28,0,4,365,1523,75,12,588,3004,64,189,16,269,753,71,0,19,20,0,188,41,74,0,27,84,11,0,0,50,325,46,25,1620,5,0,6,0,2,76,1333,48,0,0,5,0,0,0,5,0,4,2,0,80,0,39,0,20,3,0,23,0,2461,210,0,0,0,10,1,223,23,549,0,0,0,27,39,0,19,1280,2892,3088,10,957,0,93,79,25,0,52,88,6,0,13,0,13,527,191,15,31,248,77,1,0,629,35,2,17,0,40,17,25,5,1824,0,42,0,187,0,0,0,0,0,0,0,0,1015,123,0,0,8,0,65,3,66,1,0,0,0,198,68,0,0,4,128,1,26,2032,138,0,133,2,0,16,139,1,113,201,46,89,32,82,18,40,104,30,0,0,18,233,14,2,51,326,0,13,0,61,23,12,77,34,265,0,609,339,17,182,0,0,0,0,2,76,52,542,447,2755,141,489,0,0,0,24,0,0,414,587,0,0,7,0,70,2,256,1,51,0,30,0,19,264,68,0,216,9,11,58,0,2251,211,278,6,17,27,5,0,1039,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,284,0,16,90,3,1,20,0,41,207,1,25,0,1,212,508,381,346,341,15,40,0,0,3,13,0,0,20,0,0,420,247,183,89,2,224,134,0,0,477,38,201,26,57,37,0,72,0,0,0,4,0,43,128,41,9,7,127,195,475,233,157,51,68,3,0,0,0,3907,66,548,0,122,0,2,104,289,44,19,342,0,446,194,0,10,0,0,0,67,204,118,1792,0,4,0,0,0,401,18,18,0,470,0,0,68,5,32,2,2,339,0,160,0,449,952,682,519,2803,19,0,12,50,329,1,255,0,0,0,0,0,5,7,12,0,1,0,16,2,10,0,0,1,0,1,0,0,0,1205,0,0,45,0,0,29,33,0,23,1,870,22,0,0,32,47,0,0,130,1,111,3644,1777,81,0,0,9,53,24,12,70,98,206,66,21,34,1,0,0,0,0,0,1347,599,9,0,2480,0,7,0,1384,463,2045,871,0,770,255,1277,545,49,550,652,408,2390,419
E3.46.3384,3,183,304,118,737,375,10,0,0,0,29,0,0,0,0,0,485,550,194,0,339,493,2,199,24,0,477,211,0,26,39,0,162,6,25,0,88,152,0,0,0,25,44,83,87,263,0,0,0,0,7,0,289,1,0,0,0,0,0,51,0,0,0,31,0,165,0,52,0,98,0,0,43,0,1116,177,0,0,0,0,0,352,44,228,0,0,0,159,234,0,21,2432,840,4469,54,778,10,25,160,30,0,37,7,0,19,36,0,7,475,28,0,0,45,37,0,0,222,14,0,35,0,0,29,0,14,1926,0,0,0,63,0,0,0,0,0,70,0,92,1898,231,0,0,26,0,293,0,0,0,0,0,0,123,102,0,0,0,59,40,78,985,0,0,162,0,0,1,38,0,278,100,75,157,54,108,72,49,113,0,0,0,64,99,0,0,20,220,0,0,0,18,0,0,0,0,162,0,145,0,0,20,0,5,0,0,0,170,0,474,919,1257,169,259,0,0,0,10,0,0,483,266,0,0,0,0,79,0,37,66,52,0,0,0,10,55,0,0,47,101,5,349,0,1221,328,46,26,20,85,11,0,704,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,258,0,0,0,0,133,0,7,0,0,0,0,0,0,125,19,40,0,0,119,92,4,447,447,45,52,0,0,0,43,0,0,11,0,1,777,443,62,197,0,252,1,0,0,1116,57,642,11,137,0,0,3,0,0,1,0,0,212,153,22,68,0,8,221,172,35,237,71,37,22,0,35,0,3298,59,453,0,273,13,25,30,281,78,27,154,0,163,220,0,9,0,0,0,0,149,91,979,0,0,0,0,0,204,32,0,0,594,0,7,18,0,0,0,0,173,0,418,0,599,473,191,363,3755,26,0,22,84,507,0,319,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0,0,0,0,0,79,23,0,0,0,1543,136,0,38,47,1,0,57,188,19,0,1859,1010,200,0,0,14,108,0,47,1,11,29,11,34,0,0,0,0,27,0,0,510,622,71,0,1335,0,6,31,721,292,557,316,30,407,117,533,265,408,586,2429,1150,2416,709
E3.51.3420,3,43,40,15,883,55,0,0,2,0,31,0,0,1,0,0,23,486,27,2,116,15,4,11,18,65,117,61,0,1,7,3,20,6,2,0,3,20,9,0,0,4,8,12,9,194,8,0,1,0,5,4,56,2,5,0,1,0,0,0,1,0,3,11,0,31,0,20,13,11,0,0,5,0,86,54,0,0,0,0,0,57,18,183,6,0,0,19,15,0,4,801,554,879,10,271,0,14,8,9,15,10,35,0,0,14,0,9,193,1,0,14,15,6,0,0,48,5,7,4,0,0,1,70,0,165,0,4,8,30,0,0,0,0,0,10,1,0,234,20,0,0,2,0,17,0,0,1,0,0,0,239,7,1,0,0,20,4,4,78,25,4,70,0,3,9,89,8,17,7,33,37,14,29,27,29,13,4,0,0,8,61,0,0,23,136,0,4,0,40,8,3,0,0,97,0,6,22,0,65,0,0,0,0,16,105,13,34,283,370,57,292,0,0,0,12,0,0,93,54,0,0,0,0,16,0,2,6,31,0,0,0,23,4,2,6,2,14,10,10,0,234,38,22,4,37,49,6,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,2,0,62,0,2,1,2,0,4,0,0,36,3,2,0,0,8,45,62,73,154,4,38,0,3,3,25,0,0,13,1,0,204,82,98,25,0,142,27,0,0,159,27,117,3,13,3,14,14,0,0,2,1,0,24,59,58,0,0,7,17,118,29,93,0,3,9,0,0,0,667,11,68,0,62,1,1,0,45,26,8,27,0,121,43,0,1,0,0,0,21,6,11,201,0,0,0,0,0,61,24,0,0,173,0,0,1,0,8,0,0,40,0,58,1,304,362,20,26,648,11,0,4,3,60,0,69,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,142,0,0,9,2,0,16,22,0,0,0,464,30,0,1,19,10,0,64,35,8,12,138,468,133,0,0,2,0,4,9,85,39,96,25,15,21,0,0,0,12,0,0,151,76,30,1,217,5,3,11,51,33,249,51,0,136,9,50,27,168,176,386,89,262,355
E3.45.3378,3,2219,1279,205,3269,2338,65,0,176,0,394,18,0,24,0,0,1330,7716,1096,0,5649,4227,230,470,79,9316,10889,1866,0,188,53,2,558,159,382,32,191,975,0,0,0,238,803,83,168,8861,105,0,34,0,125,147,2823,135,52,0,3,0,0,95,0,0,43,0,0,295,12,180,0,589,0,0,46,0,3495,686,0,0,0,142,0,6155,211,3944,0,0,19,80,453,0,271,19707,10413,11108,889,15119,53,268,228,59,60,396,1690,0,2,101,19,170,3785,73,2,39,1793,266,0,0,7452,290,80,56,0,0,14,78,28,8046,0,0,68,1026,9,15,7,0,0,234,0,0,14291,520,0,0,12,0,384,0,75,10,0,0,0,980,131,0,0,11,269,184,493,7804,1022,31,894,84,0,33,864,107,1113,307,812,2326,187,680,493,179,505,0,0,0,232,1379,0,0,595,4066,0,89,1,199,111,64,0,0,1210,0,270,510,0,911,0,0,0,0,21,92,154,3922,1580,8387,2332,2259,0,0,0,8,0,0,4728,1191,0,1,0,0,1020,18,48,159,1227,0,162,0,169,734,0,0,685,127,76,385,0,11304,1897,1771,398,1140,2283,449,0,5117,197,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,0,0,36,0,3110,0,44,0,0,27,23,0,0,118,38,8894,0,0,1767,415,1178,2055,1921,247,555,0,0,0,102,0,0,189,0,0,2168,1301,1201,271,103,1194,1019,0,0,2434,433,1241,115,523,76,110,387,0,0,74,11,0,498,440,202,123,28,655,1909,7448,1077,3011,537,126,0,0,21,45,28081,509,3928,0,690,131,11,303,4313,649,457,1180,0,1011,1137,43,42,0,0,0,304,2118,573,7252,0,4,0,0,0,470,132,0,0,9366,0,23,86,0,188,0,0,1040,0,1253,0,4807,6881,2409,1317,24570,191,0,22,55,1034,28,2632,0,0,0,0,0,18,90,18,0,0,127,146,0,76,0,0,0,79,1,43,4,0,14144,0,0,42,55,0,213,121,0,0,1,2099,47,0,0,114,385,0,686,489,243,959,6265,11138,373,0,0,25,674,1,140,704,212,513,188,507,883,0,0,0,262,3,0,7634,4725,138,0,10466,0,144,0,2910,956,7212,2015,28,5313,1253,2688,1538,349,2266,1466,1696,16418,2787
E3.45.3380,3,1545,814,702,3630,1746,14,0,209,0,500,0,0,27,0,0,2779,3902,263,0,5144,1821,24,618,43,2791,3486,1227,0,194,40,66,396,377,282,0,397,583,0,0,0,302,398,36,52,2439,117,0,0,0,57,10,1250,52,53,0,0,0,0,74,0,0,57,35,0,529,0,145,31,204,1,0,64,0,7522,216,11,0,0,0,0,6395,403,2015,0,0,0,72,455,0,148,14867,11749,8326,399,13953,0,169,227,11,74,416,1895,0,0,47,0,362,2901,51,37,87,2424,0,0,0,3645,589,323,43,1,0,35,82,16,8720,0,1,76,467,2,9,1,0,0,98,0,0,11435,253,0,0,0,0,397,0,66,21,0,0,0,745,201,14,0,1,0,302,207,6517,594,68,393,198,0,0,538,0,369,262,71,900,133,203,181,27,237,0,0,0,231,1026,0,0,577,3792,0,61,0,61,81,4,74,0,702,0,1154,280,0,203,0,0,0,0,196,133,134,1897,1786,7216,1216,2888,0,0,0,174,0,0,3557,807,0,0,0,0,1588,0,85,33,991,0,559,58,70,432,112,0,85,96,69,415,0,10421,1370,749,339,813,2108,374,0,3540,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,26,1343,0,0,0,0,1853,0,57,0,7,0,0,0,1,96,0,7061,0,0,2052,683,2021,1492,2371,74,1056,0,0,47,59,0,0,128,0,0,2237,1263,1013,246,79,1002,725,0,0,2243,154,1740,189,492,125,0,176,0,0,48,0,0,462,784,350,128,0,358,1690,5727,655,2502,612,0,38,0,6,0,18803,423,2637,0,342,0,61,184,1493,467,309,1260,0,1395,1028,0,37,0,0,0,366,1298,366,5912,0,1,0,0,0,1004,408,0,0,7249,0,36,0,47,91,63,0,204,0,861,0,2923,5699,2651,1313,18777,112,0,105,0,1076,0,1222,0,0,0,0,0,4,31,4,0,0,62,33,0,25,0,0,0,14,0,0,5,0,7735,0,0,6,0,0,112,147,0,102,5,1944,0,2,0,0,307,0,300,245,155,486,4732,9566,574,0,0,53,558,0,4,1109,245,481,323,452,484,0,0,0,292,0,0,5908,5119,43,0,11263,49,85,0,3170,479,5336,1743,89,4052,289,1087,1103,327,1181,1096,1320,7217,2087
E3.47.3393,3,317,1388,66,1364,1059,0,0,67,0,174,0,0,41,0,0,2500,6087,401,25,366,4972,437,276,0,898,6604,354,0,49,56,20,331,0,177,0,30,310,0,0,0,86,385,164,39,883,4,0,0,0,0,16,560,9,122,23,22,12,64,0,0,0,296,71,0,89,0,185,31,112,0,0,70,0,6906,646,0,0,0,42,0,3414,128,1111,0,0,10,130,304,0,170,6954,2086,9545,1064,3837,0,946,0,66,0,42,51,0,24,0,0,56,974,876,0,0,148,143,0,0,3563,109,119,52,0,0,0,536,19,7813,0,131,0,599,0,0,0,32,7,0,0,14,4208,787,0,18,162,0,271,5,0,0,0,0,0,134,105,0,0,9,146,62,129,6981,165,0,592,0,10,11,116,0,367,550,330,135,14,573,102,62,139,0,0,0,106,90,0,0,134,484,0,1,0,129,24,43,0,0,280,0,1493,106,43,235,0,5,0,0,22,311,0,698,1285,4069,1041,252,0,14,0,155,0,0,228,743,0,0,0,0,741,0,421,158,266,0,166,0,27,437,194,21,166,182,28,636,0,4939,326,497,71,83,65,6,0,3517,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,401,0,9,0,15,9,31,0,1,412,22,22,0,0,604,165,366,273,546,98,11,0,0,0,46,0,0,66,0,0,1258,789,83,365,36,246,110,0,0,1713,4,496,0,84,1,0,227,0,0,17,0,0,52,297,392,154,42,56,353,218,76,323,266,283,31,0,7,1,6926,106,939,0,442,41,11,62,330,82,37,2483,0,1086,903,0,47,0,27,0,56,853,56,6555,0,0,0,0,0,609,259,0,0,746,0,0,0,0,79,0,0,779,0,507,0,2031,4322,1514,1284,2595,128,0,167,115,939,0,657,0,0,0,0,199,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3679,0,0,23,18,0,60,78,0,0,2,2827,0,0,0,28,100,0,1,121,4,134,5922,3080,118,0,0,8,225,1,112,118,60,135,82,16,256,0,0,0,186,0,0,3170,517,127,0,6191,24,0,0,3189,1274,7210,1342,41,2734,1213,841,1102,314,1412,5299,2452,10283,3025
E3.45.3375,3,1393,1630,796,2597,1215,0,0,117,0,253,0,0,98,0,0,243,5019,559,0,3543,1851,114,509,114,4899,2156,1652,0,263,142,19,186,144,423,0,325,811,0,0,0,69,530,223,27,4796,13,0,170,0,53,1,1865,49,104,0,0,0,0,0,0,0,126,122,0,381,0,300,57,389,0,0,52,0,1443,120,0,0,0,0,0,4779,337,1660,0,0,0,132,995,0,45,11539,5326,11509,53,11484,46,70,189,0,70,179,415,0,0,48,0,330,508,2,96,147,1641,86,0,0,2710,807,121,57,7,0,0,109,45,7296,0,0,75,641,7,10,3,0,0,162,0,0,12997,133,0,0,205,0,198,0,67,13,0,0,0,1277,23,0,0,9,216,1002,220,8191,149,0,812,105,58,91,2093,47,666,83,688,2102,366,358,1260,183,388,17,0,70,439,1591,0,0,674,5133,0,0,0,606,35,32,0,0,974,0,433,105,56,444,0,0,58,0,115,227,222,1624,2444,3725,1615,5164,0,0,0,257,0,0,5397,1112,0,0,0,0,233,4,73,0,683,0,253,0,322,89,50,0,401,210,97,504,0,8060,399,59,234,1281,2484,609,13,1312,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2705,0,0,50,0,2544,0,80,0,24,0,0,0,0,123,58,6997,0,0,2318,486,570,792,2849,0,541,0,0,9,0,0,25,286,0,0,4847,2112,1040,428,0,762,603,11,0,2451,175,1317,33,124,88,23,213,0,0,0,67,0,344,667,128,194,0,707,1559,4543,1291,2703,338,0,148,0,4,0,37049,686,5287,0,609,328,9,722,4003,988,623,1685,0,831,1225,0,49,0,0,0,340,205,1307,8393,0,0,0,0,0,386,31,0,0,8678,0,25,0,65,79,0,0,528,0,479,0,2334,3108,2309,106,9073,156,0,1,27,1359,0,455,1,3,0,2,23,26,23,0,14,0,57,15,0,19,0,0,0,37,0,15,0,0,1444,0,0,54,165,0,111,233,4,158,7,4109,1,30,0,0,238,0,202,165,85,329,3268,3073,600,0,0,64,394,98,54,1710,405,1329,227,267,812,0,0,0,202,7,0,5650,4834,70,0,7969,0,170,0,2716,886,5562,3016,96,4080,767,3038,1133,464,815,2274,1743,12190,3492
E3.46.3387,3,417,626,20,1912,1367,0,0,23,0,84,0,0,0,0,0,1398,2410,653,0,579,1362,13,269,0,156,1450,518,0,72,1,0,113,73,15,0,178,141,0,0,0,1,164,131,19,1428,116,0,0,0,2,27,1021,10,21,26,0,0,0,77,0,14,0,18,0,308,1,60,0,211,0,0,14,0,2346,1094,0,0,0,0,0,1310,26,762,0,0,0,238,79,0,29,5766,2542,8992,0,1416,7,78,126,0,53,90,104,6,18,4,0,50,1372,34,0,92,124,34,0,0,1021,50,41,15,0,46,0,10,0,3535,0,0,0,694,0,0,0,0,0,105,0,0,4073,358,0,0,139,0,100,0,6,4,0,0,0,570,92,0,0,2,222,15,338,2114,53,15,244,0,19,58,103,0,434,148,93,191,58,229,108,119,248,5,0,0,137,249,0,0,60,353,0,0,0,259,25,11,0,0,283,0,590,100,0,194,0,0,0,0,24,426,0,231,1379,3022,629,952,0,0,0,86,0,0,849,545,0,0,17,0,176,0,28,189,165,0,47,0,33,43,0,22,233,38,6,348,0,3230,632,32,54,68,178,17,0,1695,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,222,0,0,0,0,241,0,14,2,5,9,58,0,0,183,17,35,0,0,393,241,198,973,1231,17,311,0,54,0,81,0,1,71,0,0,1503,948,252,141,0,287,214,0,0,1615,103,875,0,130,0,0,158,0,0,7,0,0,232,326,423,94,0,108,887,741,244,551,142,165,1,0,8,40,7119,120,1001,0,258,18,0,53,916,189,77,387,0,380,478,11,2,0,24,0,59,440,312,1776,0,16,3,0,0,232,42,0,1,1963,0,12,62,0,21,14,0,489,7,661,0,933,1881,402,822,7556,65,0,133,37,842,0,322,0,0,0,0,0,0,0,0,0,0,22,52,0,14,0,0,0,0,0,0,1,4,2488,0,0,18,0,0,135,52,0,0,0,2811,0,0,0,217,107,0,65,241,43,172,3775,2224,115,0,0,6,306,1,57,79,77,208,131,225,148,0,0,0,75,0,0,1330,341,102,23,4279,37,32,0,1149,641,2916,1686,1,1314,575,1304,425,228,884,3595,2193,7926,1528
E3.46.3385,3,323,641,195,1277,1125,3,0,67,0,82,0,0,13,0,0,1998,4259,522,0,1165,1767,62,250,58,187,3012,819,0,93,90,2,126,114,33,0,93,198,11,0,0,22,148,173,12,860,0,0,0,0,15,79,967,10,1,0,0,0,8,32,0,1,35,8,0,191,0,80,5,133,0,0,20,0,3750,201,0,0,0,0,0,1220,120,490,0,0,0,189,166,0,47,6602,2635,7467,141,2378,26,108,125,0,45,63,80,0,0,5,0,14,1594,86,2,0,161,33,0,0,2064,107,0,45,0,83,34,209,33,3884,0,0,17,424,0,0,0,0,24,83,0,0,4562,516,0,0,30,0,163,0,1,0,0,0,0,167,234,0,0,7,407,97,176,2926,125,17,383,11,14,21,170,0,431,99,156,125,29,136,109,119,166,32,0,0,109,143,0,0,50,372,0,0,0,52,7,3,0,0,335,0,1013,30,9,352,0,0,0,0,59,489,33,441,1066,3151,637,1249,0,0,0,17,0,0,314,411,0,0,0,0,223,0,317,88,125,0,61,5,23,81,28,1,123,126,9,338,0,3532,641,241,107,42,162,6,0,1413,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,138,0,0,0,0,472,0,45,1,7,3,16,0,8,205,16,19,33,0,550,345,626,1182,1061,133,287,0,0,0,103,0,2,52,0,0,1123,671,510,123,49,502,300,9,0,1673,127,941,0,97,0,27,61,0,0,66,2,0,423,201,302,37,8,115,632,615,36,504,150,157,18,0,5,13,6822,133,915,0,272,19,60,47,244,130,60,376,0,588,583,0,9,0,0,0,219,759,67,2812,0,5,1,0,0,166,68,0,0,1668,0,5,0,0,59,11,0,625,0,387,0,1190,1872,724,534,6497,25,0,53,78,583,0,649,0,0,0,0,3,0,0,1,0,0,28,15,0,5,0,0,0,2,2,0,0,0,3471,0,0,21,0,0,37,38,2,68,0,2554,94,0,0,21,110,0,115,444,16,112,1936,3630,138,0,0,13,275,8,73,87,82,745,113,87,175,0,0,0,102,0,0,2678,668,80,0,3514,19,27,36,1629,744,4366,2298,14,1587,188,915,401,102,1055,2888,1282,7231,2004
