,label,A1BG,ABCC6P1,ACCSL,ACTL8,AFMID,AKR1C3,ALDH1A1,ALOX15,AMBN,ANKRD37,ANXA1,APOA1,APOA2,APOC3,APOE,ARGFX,ARL4D,AURKC,B2M,B3GNT2,BAG4,BAMBI,BCAR4,BCL2L10,BECN1P1,BIK,BMP15,BMP2,BMP6,BOD1,BTG4,BUB1,BUB1B,C11orf40,C1orf64,C3orf56,C6orf52,C8orf12,CA4,CALB2,CASC11,CASC5,CCDC147,CCDC27,CCNA1,CCNO,CCR7,CCR8,CD48,CDKN1A,CDKN1C,CDKN2AIP,CDR1,CFD,CGA,CGB,CGB5,CGB8,CHAC1,CHGA,CHMP4B,CIART,CLDN10,CLEC4E,CNNM2,COL4A1,COX4I2,CRABP1,CSAG1,CST1,CTGF,CTRB2,CTSE,CUL2,CXorf67,CYP19A1,CYP1A1,CYP1B1,CYP26A1,CYR61,DBR1,DCDC2,DDIT3,DDIT4,DEFB1,DEFB124,DEGS2,DERL3,DHRS3,DLEU7,DNAJB1,DNMT1,DPPA5,DPRX,DUXA,EBLN1,EID3,EIF4E1B,ELANE,ENG,EPN2-IT1,EPS8L1,ERVFRD-1,ETNPPL,EXOC3L2,FABP7,FAM13A,FAM151A,FAM162B,FAM19A4,FAM220A,FAM46C,FAM64A,FBP1,FBXO22-AS1,FBXO5,FBXW12,FGF14,FIGLA,FLJ20518.uid_5146,FNDC4,FOLR4,FOS,FOXD3-AS1,FOXR1,FRZB,FUT3,GABRR3,GADD45B,GAGE12J,GAGE2A.uid_12821,GAGE2B,GAST,GCM1,GCNT3,GDF15,GDF3,GDF9,GIP,GJA5,GNRH2,GPHA2,GPHB5,GPR143,GPX2,GSC,GTF2A1L,GUCA2A,GYPC,H19,H1FOO,HABP2,HAND1,HAS2,HBZ,HDC,HERC6,HHLA2,HIPK3,HIST1H1A,HIST1H2AA,HIST1H2AC,HIST1H2AH,HIST1H2AI,HIST1H2AL,HIST1H2AM,HIST1H2BB,HIST1H2BC,HIST1H2BD,HIST1H2BG,HIST1H2BH,HIST1H2BJ,HIST1H2BK,HIST1H3A,HIST1H3C,HIST1H3G,HIST1H3J,HIST1H4B,HIST1H4F,HIST1H4H,HIST2H2BE,HIST3H2A,HIST3H3,HNRNPCL1,HNRNPCL2,HOPX,HOXA7,HSD3B1,HSF2BP,HSPA1A,HSPA1B,HSPA1L,HSPA6,HSPB1,HSPB8,HYLS1,ID2,ID3,IER3,IFI16,IFI6,IFITM1,IFITM3,IGFBP3,IL17B,KCNK9,KHDC1,KHDC3L,KLF17,KLK11,KPNA7,KRT23,KRT7,LARP6,LBH,LEFTY1,LEFTY2,LEUTX,LGALS1,LGALS16,LGALS2,LGALS3,LGALS3BP,LINC00324,LINC00458,LINC00948,LINC01118,LOC100506790,LOC100507420.uid_10773,LOC100996324,LOC101927258,LOC101928559,LOC101928736,LOC101928769,LOC101929524,LOC256880,LOC283299,LOC649330,LRRTM4,LYPD2,MAD2L1BP,MAGEA12,MAGEA4,MAP3K7CL,MBD3L2,MBD3L3,MBD3L5,MEG3,MFSD2A,MIER1,MIR1248,MIR205HG,MIR27B,MIR30A,MIR3648,MIR3651,MIR367,MIR371A,MIR371B,MIR374B,MIR4427,MIR4472-2,MIR5087,MIR614,MIR6516,MIR663A,MIR6775,MIR6777,MIR7703,MIR8079,MIRLET7I,MIXL1,MLF1,MLN,MMP2,MPC1L,MRGPRX1,MROH1,MSH5.uid_7872,MSRA,MT1B,MT1E,MT1F,MT1G,MT1H,MT1HL1,MT1X,MT2A,MTRNR2L1,MUC15,MYL4,NANOGNB,NEFM,NLRP11,NLRP13,NLRP4,NLRP5,NLRP9,NMU,NODAL,NOVA1,NPM2,NPPB,NRGN,NSG1,NUPR1,OLFML3,OOEP,OOSP2,OTX2,OXT,P2RX5,PABPN1L,PADI6,PAGE4,PAGE5,PARL,PATL2,PCP4L1,PDCD4,PDE8B,PDGFRA,PDLIM2,PDPN,PGC,PGF,PIM2,PITX2,PLAU,PLEK2,PMAIP1,PPAP2C,PPIAP30,PPP1R14A,PRAMEF1,PRAMEF11,PRAMEF12,PRAMEF2,PRAMEF4,PRAMEF6.uid_854,PRPH,PRR15,PRR9,PRSS3,PSORS1C2,PTTG1,PTTG2,PTTG3P,PYCARD,RARRES2,RBP7,REC114,RFPL1,RFPL2,RFPL4A,RFPL4AL1,RFPL4B,RGS13,RGS2,RHEBL1,RHOXF1,RIIAD1,RMRP,RNASE1,RNASEK.uid_21279,RND1,RNF11,RNF122,RNF168,RNU11,RNU12,RNU4ATAC,RNVU1-19.uid_1705,RNVU1-8,RPL10L,RPPH1,RPS7P5,RSPO3,RSRP1,S100P,SAA1,SAT1,SCARNA2,SCARNA22,SCARNA5,SDC1,SELM,SERPINB9,SERPINF1,SERPINH1,SERTAD1,SERTAD3,SIAH1,SLC16A6,SLC34A2,SLC3A1,SLC40A1,SLC6A5,SLC6A8,SLC7A6OS,SMPDL3B,SNAPC2,SNAR-D,SNAR-F,SNAR-G1,SNAR-H,SNAR-I,SNORA12,SNORA23,SNORA2B,SNORA44,SNORA46,SNORA48,SNORA51,SNORA74B,SNORA80E,SNORD114-13,SNORD114-3,SNORD124,SNORD35A,SNORD43,SNORD46,SNORD50A,SNORD83A,SOX15,SOX17,SPATA25,SPDYC,SPINK7,SPP1,SQRDL,SSTR5-AS1,STMN2,SVOPL,TAAR5,TCL1A,TCL1B,TDGF1,TDH,TEX19,TEX37,TFF1,TKTL1,TLE6,TMEM160,TNNI3,TOPORS,TPRX1,TPRXL,TREM1,TRH,TRIM77,TUBA3E,TUBA4A,TUBA4B,TUBB8,TUBBP5,UBXN11,UCHL1,UNC13C,USP2,UTF1,VENTX,VGLL1,VMO1,VTRNA1-1,VTRNA1-3,WDR47,WEE2,WFDC2,XAGE3,YPEL5,ZAR1L,ZC2HC1B,ZFR2,ZIM3,ZMAT5,ZNF280A,ZNF280B,ZNF302,ZNF394,ZNF597,ZNF679,ZNF735P,ZP1,ZP2,ZP3,ZP4,ZSCAN4,ZSCAN5B
E4.7.642,4,0,0,0,78,0,0,0,0,0,0,0,12,0,0,0,280,224,69,0,0,0,0,0,0,236,442,0,0,0,0,0,180,178,14,37,0,0,0,0,0,0,233,0,0,568,0,0,0,0,0,0,7,96,58,0,0,0,0,0,0,0,0,747,0,0,0,0,0,0,0,0,0,0,432,21,0,0,399,347,0,0,0,15,0,0,0,0,0,115,0,439,119,282,1,0,0,61,0,0,0,0,0,0,594,0,0,5,1079,0,0,0,0,78,0,0,131,0,0,0,0,1,0,1,0,505,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,42,0,1,0,0,0,0,0,31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,22,0,437,46,0,341,0,0,0,0,0,46,0,84,0,69,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,531,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,9,0,27,17,1,104,0,1184,0,0,1,223,0,0,0,0,0,86,0,138,0,0,0,0,0,0,230,35,0,24,0,0,0,0,0,0,0,111,0,0,0,0,97,0,0,0,0,0,0,0,64,0,663,0,0,0,0,0,0,0,0,0,0,199,374,8,45,0,31,195,0,0,0,0,0,131,0,207,0,0,0,0,0,0,0,188,1,1,0,0,0,0,0,58,23,0,0,195,0,0,128,0,0,0,0,0,143,15,0,0,0,29,0,194,1,0,0,91,0,0,80,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,79,0,0,0,0,2,0,0,0,0,0,0,0,0,0,402,0,22,0,164,0,0,0,0,0,0,1,0,0,3,18,1,0,0,0,0,0,18,0,0,294,0,0,0,355,0,0,0,239,1,74,4,30,116,72,0,0,0,0,55,0,0,0
E7.9.567,7,0,0,0,0,32,0,0,0,0,0,46,0,0,62,49,0,97,0,0,311,41,0,17,0,0,27,0,0,0,64,0,489,390,0,0,0,0,0,0,0,0,123,0,0,41,0,0,0,0,40,0,0,5,0,91,0,0,0,275,0,0,0,967,0,0,0,0,0,0,0,0,0,0,267,0,234,100,0,0,0,338,0,0,1081,0,0,0,0,3,0,857,437,130,2,0,0,0,0,0,0,0,0,33,0,0,96,1,33,0,0,54,0,0,0,0,113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,235,0,50,56,12,33,4,0,0,0,0,0,14,0,0,0,0,0,0,398,0,0,0,0,0,38,98,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,13,0,0,0,37,0,39,0,17,98,0,0,0,6,29,0,0,9,0,0,115,124,0,0,0,13,0,0,0,0,0,50,0,0,0,0,0,86,13,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,1,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,26,0,0,0,75,0,0,0,0,0,0,41,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,20,0,0,0,0,29,273,0,0,95,21,0,4,0,0,184,314,0,0,0,71,22,0,414,0,0,0,0,0,0,0,0,0,0,0,465,8,63,0,0,0,0,0,0,0,0,132,129,45,46,0,0,0,80,19,0,134,0,111,0,11,0,0,0,0,0,0,77,119,22,0,38,0,0,0,136,21,96,0,31,132,339,27,0,19,0,0,0,37,85,0,189,1,9,8,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,68,0,0,0,79,0,102,0,0,20,0,0,0,0,3,0,0,62,90,0,0,0,0,94,0,0,0,0,0,10,18,211,0,0,0,0,46,0,0,0,88,35,0,0,0,0,0,0,0,0
E4.5.517,4,144,177,7,316,24,73,0,4,0,113,0,0,0,0,0,3802,696,364,0,21,1721,1052,0,0,375,11057,0,0,0,2,0,841,169,49,0,0,37,0,0,0,65,1172,223,0,0,48,0,0,0,0,0,45,1518,1120,0,36,10,3,1,68,38,176,0,0,165,0,0,24,602,0,0,151,0,1141,321,0,0,1,0,0,161,0,162,1,0,0,0,57,1,13,1615,3589,4331,3196,2225,0,495,0,0,3,44,18,0,1292,0,1,77,4131,542,73,36,0,0,0,0,728,0,0,0,0,0,2,0,13,4705,0,1298,0,0,202,206,1,0,0,380,0,0,177,296,0,0,0,0,43,0,0,0,0,0,0,361,54,0,0,0,0,0,15,379,147,0,0,0,0,0,74,0,28,29,0,50,40,374,0,23,0,0,0,0,0,22,0,0,6,23,0,0,0,82,0,5,0,0,319,0,1525,0,0,1309,0,0,0,0,33,574,3,146,256,508,249,22,1,0,0,43,0,0,0,18,0,0,0,0,0,0,207,0,297,0,0,49,0,452,0,0,1,0,2,0,0,1195,171,5763,0,29,0,0,1,1803,164,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,69,355,0,0,38,0,189,0,27,0,19,0,0,0,0,726,0,13879,0,0,1772,24,2,25,246,0,49,0,0,20,87,0,0,0,0,0,1168,250,299,688,0,0,0,0,502,361,36,19,0,60,0,0,0,0,1,1,0,0,0,29,1862,0,599,0,33,0,0,15,6,46,14,0,0,1268,3971,73,514,0,139,2564,0,0,15,0,0,284,1,2125,743,0,15,4,0,0,6,2522,89,1103,0,26,9,0,0,3,83,0,0,74,0,50,1024,0,101,4,0,0,1,151,9,2100,2031,748,1,0,0,0,132,9036,121,3,1123,8,80,0,13,30,12,0,0,0,0,0,0,0,0,0,0,0,0,5,5,49,0,6184,0,0,78,0,0,0,43,9,0,7,1520,424,0,0,258,32,0,2667,0,135,65,998,112,73,0,0,0,3,29,53,56,59,136,58,1,18,0,0,0,492,0,0,1273,17,227,130,1462,37,1,209,356,203,1100,85,31,100,115,0,23,0,59,94,33,75,182
E7.9.559,7,0,0,0,0,71,0,0,0,0,15,21,102,25,10,43,39,222,44,0,795,152,0,37,0,0,71,0,14,0,81,0,246,197,0,0,0,5,0,0,0,0,97,0,0,0,0,87,0,0,61,53,94,0,53,109,4,0,0,474,0,14,0,426,0,0,0,0,0,0,0,0,0,47,239,0,130,135,0,22,0,144,0,88,1374,0,0,0,0,1,0,674,42,28,0,0,0,0,0,0,0,0,1,39,0,0,67,0,29,0,0,46,0,0,0,0,120,0,0,0,0,0,0,43,0,12,0,0,0,0,0,0,0,20,277,0,62,128,39,43,0,0,0,0,0,41,0,0,0,0,25,0,0,64,28,0,0,0,0,73,155,10,40,20,1,0,30,0,0,0,0,5,0,10,0,0,14,0,0,0,0,0,32,0,0,0,0,0,45,5,10,75,1,0,8,51,67,9,0,87,26,1,164,229,0,0,0,52,0,0,0,0,0,213,13,0,8,0,0,68,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0,18,0,0,0,0,0,0,61,0,6,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,142,24,0,0,0,0,0,5,0,0,17,0,2126,20,0,0,0,0,0,0,0,0,34,0,5,0,45,0,0,0,57,50,0,0,16,0,0,0,61,0,156,0,0,6,0,37,29,73,96,702,200,20,0,0,0,0,0,292,0,0,0,0,0,0,0,0,30,0,0,579,6,88,8,0,0,0,0,0,0,0,0,103,17,0,0,0,5,11,20,0,185,0,209,0,2,5,0,0,25,58,0,0,269,114,0,72,0,14,0,210,0,322,0,71,277,186,20,0,336,0,162,0,65,57,0,30,0,7,4,33,13,0,0,0,7,0,0,0,0,0,0,0,0,9,0,1,7,0,196,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,49,0,72,0,109,0,0,0,29,0,0,0,1,0,0,40,75,0,0,12,0,280,0,1,0,6,0,0,108,163,0,0,0,0,125,0,0,28,175,42,0,0,0,0,0,0,0,0
E4.5.521,4,0,98,18,281,143,0,0,0,0,19,0,0,0,0,0,3411,1296,150,0,74,1019,655,0,0,558,17895,0,0,0,0,0,837,94,0,0,0,0,0,0,0,75,86,37,0,0,112,0,0,0,0,2,267,240,834,0,0,0,0,0,67,2,666,0,0,15,0,18,0,293,0,0,0,0,1325,94,0,0,0,0,0,152,0,142,0,0,27,0,0,8,0,1179,2211,3499,5068,1595,0,351,0,7,0,23,0,0,597,0,0,46,6219,691,0,0,79,0,0,0,370,30,0,0,0,0,0,0,50,3523,0,362,0,0,132,93,0,0,0,1,0,0,60,466,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,86,601,0,0,30,0,0,0,46,54,105,84,0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,96,6,73,46,0,211,0,1333,0,0,777,0,0,0,0,0,348,0,197,37,472,262,40,0,0,6,0,0,0,0,19,0,0,0,0,0,1,205,0,237,0,0,0,34,83,0,0,10,80,0,117,0,1032,99,4981,0,15,4,0,0,750,294,0,0,0,0,7,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,411,0,0,210,0,185,0,54,0,0,0,0,0,0,453,0,7202,0,0,751,0,0,0,3,15,0,0,0,44,2,0,0,25,0,0,1011,85,20,360,0,58,0,0,367,533,0,72,0,75,0,0,0,0,114,2,0,0,51,1,2486,1,417,0,0,235,0,0,0,192,6,0,28,1108,2138,29,276,0,30,881,0,0,0,2,3,71,0,1945,359,0,0,21,0,0,15,1794,3,362,5,8,16,0,0,79,253,0,0,116,0,47,2830,0,63,0,0,0,0,65,0,1269,1947,218,51,0,0,0,87,3681,46,0,680,1,12,0,0,14,4,0,0,0,0,0,5,0,0,0,0,0,6,4,0,28,0,3316,0,0,76,0,0,0,31,0,77,2,1140,564,0,32,1,0,0,4471,90,68,109,674,287,7,0,0,0,6,0,0,3,50,228,0,0,214,0,0,0,292,0,0,1021,33,328,24,1461,185,0,127,172,273,1505,239,108,394,73,0,36,90,0,159,0,91,69
E4.5.513,4,58,181,0,127,86,37,0,0,0,19,0,0,0,0,0,5721,1487,480,0,100,2733,358,0,0,730,12833,0,0,0,97,0,777,137,27,0,0,11,0,0,0,53,104,0,54,125,0,0,0,0,0,0,418,610,770,0,10,2,0,0,0,0,98,98,0,195,0,79,0,731,0,0,4,0,1611,110,0,0,1,0,0,84,144,357,0,0,0,0,54,0,0,2103,2652,6145,4473,3275,0,570,0,18,0,89,27,0,735,0,0,58,3314,593,0,202,52,0,0,0,982,0,61,57,0,0,0,0,0,2911,0,961,0,0,12,28,1,0,0,146,0,0,220,328,0,0,0,0,78,0,24,0,0,0,0,263,0,0,0,0,74,0,233,282,52,0,48,7,0,0,86,0,0,0,0,0,0,0,49,0,0,31,0,0,0,132,0,0,5,13,0,0,0,81,1,10,0,0,163,0,1775,119,0,404,0,49,0,0,0,465,0,209,120,747,286,0,0,0,0,0,0,0,0,24,0,0,0,0,54,0,190,0,159,0,0,66,0,90,0,0,142,0,0,0,0,1210,77,2002,0,9,1,4,0,1145,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,222,0,19,0,52,0,0,0,0,0,0,330,0,8632,0,0,1235,0,85,0,0,0,13,0,0,11,1,0,2,151,0,0,775,76,87,420,0,0,1,0,873,568,0,0,53,0,0,0,0,0,70,1,0,0,6,113,1248,0,235,0,69,0,0,40,26,60,0,0,14,1410,3279,48,442,0,279,3660,1,0,0,0,0,494,0,3422,889,0,0,0,0,31,1,2877,23,730,0,5,5,0,0,232,37,1,0,210,0,21,1868,0,68,0,0,0,0,124,0,2119,1888,608,0,0,0,0,41,3451,35,0,877,4,8,0,8,22,22,0,7,0,0,0,10,0,0,0,0,0,11,1,2,24,0,2616,0,0,169,0,0,0,83,0,72,1,940,795,0,0,12,0,0,5036,65,50,0,1339,486,0,0,0,0,5,0,0,73,72,123,0,0,67,0,0,0,63,0,11,994,29,54,1253,1348,0,0,305,120,292,2531,517,26,935,330,3,147,36,100,99,104,285,275
E4.4.501,4,0,0,0,10,0,201,0,0,0,130,0,0,0,0,0,733,611,293,0,368,315,324,0,49,47,2867,0,6,0,0,0,4,512,0,0,70,0,0,0,0,0,519,0,0,0,136,0,0,0,0,0,474,1,242,0,0,0,0,0,71,0,0,310,0,7,0,119,0,16,0,0,0,0,161,0,0,0,162,0,0,515,0,0,0,0,0,0,0,0,0,506,594,2300,1199,869,0,651,0,0,0,0,0,0,1,0,0,0,1303,220,0,0,136,0,0,0,944,0,0,0,0,0,0,0,15,993,0,529,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,146,39,0,0,294,0,0,60,0,0,0,3,10,92,0,0,0,71,0,0,0,0,484,109,0,0,0,0,0,0,106,10,163,0,0,175,0,435,0,1,394,0,0,0,0,0,0,0,453,0,761,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,367,0,595,359,0,0,4,0,681,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,66,0,0,1,2,32,8966,0,0,553,0,342,229,90,0,355,92,0,3,0,0,9,213,0,0,249,0,191,106,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,0,813,0,0,0,0,0,0,0,0,0,0,550,995,12,122,0,0,737,0,0,0,0,0,0,0,2177,36,0,0,0,0,0,275,1687,16,294,0,23,3,0,0,0,565,0,0,23,0,0,32,0,39,0,0,0,0,294,0,154,412,348,1,0,0,0,223,2438,55,0,34,2,1,0,9,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,0,254,0,0,0,0,0,0,70,0,0,6,115,692,0,0,0,0,0,3771,0,0,0,776,0,0,0,0,0,0,0,0,1,0,0,0,53,9,0,0,0,1190,0,0,0,624,206,0,1454,0,0,0,0,76,24,0,1,1,512,0,0,0,0,6,0,0,0
E4.4.496,4,101,42,44,157,112,0,0,0,0,151,0,0,0,0,0,4571,2659,359,54,139,764,63,0,0,338,11791,67,0,0,0,0,736,760,1,0,0,153,0,0,0,0,491,62,0,392,613,0,0,0,0,0,457,314,390,0,0,0,0,0,129,17,31,48,0,29,0,0,0,13,0,0,14,0,1653,61,0,0,0,0,0,501,0,270,0,0,0,0,105,119,0,2927,1249,2662,2883,1492,0,254,0,0,0,21,0,0,1688,0,0,0,8224,176,120,87,0,0,0,0,1011,0,0,0,0,0,0,0,10,4236,0,1577,0,93,1,0,0,0,0,0,0,63,115,130,110,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,0,0,106,3,0,25,8,0,227,60,0,32,17,111,32,0,90,107,0,0,12,66,0,0,0,50,0,0,0,34,35,0,0,0,91,0,1124,4,31,310,0,0,0,0,0,102,0,134,705,697,266,0,0,0,61,0,0,0,0,0,0,0,0,0,4,0,105,0,131,0,0,0,0,226,0,0,0,0,0,17,0,1672,0,1281,11,2,0,0,0,1979,323,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,54,0,28,0,15,0,0,0,30,0,0,832,39,12974,0,0,1074,46,0,66,0,0,0,136,0,1,48,0,7,166,0,0,753,24,33,58,0,0,0,27,29,907,0,0,0,0,1,0,76,0,45,95,80,0,0,271,3379,0,1886,0,0,0,0,0,4,316,7,0,0,762,2065,40,275,0,0,819,0,0,0,0,0,309,0,1302,716,0,4,24,0,7,0,3166,2,601,0,40,8,0,0,2,290,0,0,681,0,14,199,22,47,0,0,172,1,238,0,1887,2009,171,0,293,0,0,0,1548,101,0,1177,2,0,6,0,8,20,0,0,0,0,15,5,0,0,0,0,0,2,3,10,8,0,2304,0,0,0,0,0,0,75,0,0,1,1273,251,0,0,3,0,0,0,246,40,96,859,1,66,0,0,0,35,23,0,22,105,214,0,0,1,0,0,0,364,0,0,1271,241,42,0,1484,0,0,142,87,385,2599,118,56,861,501,0,0,64,144,101,0,67,506
E3.2.455,3,0,1243,2147,49986,0,299,0,1882,0,180,0,0,0,0,0,1,1913,639,197,8056,140,1,1648,3185,1510,1018,1170,0,1618,2326,667,476,222,1133,0,1835,1557,678,0,0,0,460,2883,746,3618,908,2,0,0,183,0,1175,680,7,0,0,0,0,254,0,0,219,42,0,5207,0,1650,415,0,0,0,558,0,0,333,0,0,0,0,0,1829,1238,1703,33,0,0,474,324,0,430,2619,51274,28950,0,6341,801,315,717,1443,1364,47,141,0,49,215,30,852,332,0,649,2193,4924,42,0,0,1109,741,1886,496,2,0,394,2778,52,1046,0,0,551,65,0,0,0,0,26,995,302,0,10926,274,0,0,139,0,625,0,710,11,0,0,0,15831,1924,0,5,0,2653,2646,2023,2295,2614,159,413,116,6,0,804,2,953,190,76,100,260,492,425,151,60,0,0,0,23,87,0,0,152,1680,0,233,0,1860,312,229,198,0,2803,0,151,248,84,1799,0,11,1,0,138,598,1550,615,13849,2351,303,11987,0,0,0,108,0,0,5371,2121,0,46,0,0,87,9,0,1988,0,0,1614,13,451,0,0,251,775,1453,39,1463,0,3665,0,0,876,1431,1070,389,69,194,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,801,0,94,0,0,0,0,626,0,391,29,114,57,9,1031,334,15,0,56,1185,182,5058,7849,27521,2462,4525,0,93,13,381,0,0,1580,0,0,12761,9930,1037,1939,0,5532,3197,0,0,5329,637,4940,158,2363,10,331,1336,0,37,0,0,0,1549,666,4,1,0,1129,1122,1543,760,96,0,0,1997,0,0,0,26194,336,3617,0,947,0,177,407,3327,265,224,3687,0,4157,304,0,249,57,0,0,1066,138,227,5364,0,0,4,0,0,125,143,0,0,1029,0,90,0,1,47,51,0,0,98,1234,0,826,1975,775,801,10079,708,0,2046,1,359,0,41,0,0,0,0,0,33,13,5,26,0,111,64,0,0,0,0,0,51,3,6,7,3,844,0,0,1069,0,0,1398,2117,0,982,1,23784,1357,100,0,0,231,0,1,2801,64,12,6067,6380,6898,0,0,1093,0,249,1097,5368,2090,925,1809,3826,2530,0,0,0,0,1,0,615,28681,665,0,5878,1660,1309,6,738,287,3704,1680,0,630,147,2103,1136,266,2084,8179,409,6714,4647
E7.9.540,7,0,0,0,0,284,0,506,0,0,0,300,2058,116,11,146,70,1096,0,70,194,374,118,67,0,0,0,0,91,152,47,0,687,124,0,0,0,12,0,0,0,0,95,0,0,113,0,763,0,0,0,140,430,0,0,379,9,27,0,447,0,0,0,26,0,0,57,0,187,0,0,0,0,799,325,0,590,0,0,0,0,116,0,51,487,0,0,0,0,0,0,1631,551,648,0,0,0,48,0,0,0,0,0,57,0,0,471,0,131,110,0,60,0,32,303,0,217,0,0,0,0,224,0,0,33,93,0,0,0,0,0,0,0,56,863,48,68,279,7,41,194,0,0,0,0,3780,0,0,0,50,9,0,121,0,191,0,0,0,0,263,44,0,39,0,0,0,0,0,0,0,0,0,33,236,0,0,0,0,0,0,0,0,103,0,0,0,166,0,0,64,60,153,1,0,26,115,0,319,988,264,31,0,552,801,109,0,0,15,314,0,0,0,134,79,0,1955,0,0,0,211,154,186,107,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0,0,93,0,444,0,47,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,29,25,147,3,3,442,57,5419,0,127,0,0,0,0,0,0,0,0,120,17,1,0,0,0,0,0,72,0,584,202,0,0,0,64,0,421,0,116,0,0,0,0,550,0,1116,491,372,0,0,51,0,1,1572,0,0,0,0,0,0,0,0,0,0,67,348,9,44,0,0,0,0,0,0,0,0,413,0,92,51,0,0,10,164,13,0,22,0,324,0,0,0,0,0,0,0,0,229,34,159,0,485,0,0,0,627,0,1060,0,290,97,378,44,0,51,0,350,0,0,146,0,0,0,0,44,49,87,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,160,0,0,0,0,0,0,0,0,0,2,0,0,50,0,0,0,0,0,0,211,0,0,0,0,196,0,0,1,0,0,0,0,0,79,0,0,0,0,445,0,0,0,308,0,0,0,612,0,0,0,0,109,0,127,2,184,218,0,0,0,0,0,0,0,0
